narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame
P01_105_776,P01,P01_105,00:34:48.601,00:34:48.74,00:34:52.81,104436,104640
P01_105_777,P01,P01_105,00:34:53.601,00:34:52.97,00:34:54.19,104648,104709
P01_105_778,P01,P01_105,00:34:54.350,00:34:54.63,00:34:54.94,104731,104747
P01_105_779,P01,P01_105,00:34:55.359,00:34:54.91,00:34:56.11,104745,104805
P01_105_78,P01,P01_105,00:02:04.100,00:02:03.89,00:02:05.60,6194,6280
P01_105_780,P01,P01_105,00:34:56.616,00:34:56.68,00:34:57.45,104833,104872
P01_105_781,P01,P01_105,00:34:59.101,00:34:59.11,00:34:59.61,104955,104980
P01_105_782,P01,P01_105,00:35:01.350,00:35:00.73,00:35:02.03,105036,105101
P01_105_783,P01,P01_105,00:35:02.601,00:35:02.70,00:35:03.43,105134,105171
P01_105_784,P01,P01_105,00:35:03.350,00:35:03.31,00:35:06.01,105165,105300
P01_105_785,P01,P01_105,00:35:06.100,00:35:06.11,00:35:07.77,105305,105388
P01_105_786,P01,P01_105,00:35:08.100,00:35:07.49,00:35:09.37,105374,105468
P01_105_787,P01,P01_105,00:35:09.859,00:35:09.47,00:35:17.89,105473,105894
P01_105_788,P01,P01_105,00:35:17.100,00:35:16.64,00:35:17.89,105832,105894
P01_105_789,P01,P01_105,00:35:18.110,00:35:17.62,00:35:19.16,105881,105958
P01_105_79,P01,P01_105,00:02:06.601,00:02:05.77,00:02:09.82,6288,6491
P01_105_8,P01,P01_105,00:00:10.108,00:00:10.10,00:00:11.53,505,576
P01_105_80,P01,P01_105,00:02:07.102,00:02:06.22,00:02:07.96,6311,6398
P01_105_81,P01,P01_105,00:02:08.101,00:02:07.86,00:02:09.21,6393,6460
P01_105_82,P01,P01_105,00:02:09.600,00:02:09.31,00:02:10.61,6465,6530
P01_105_83,P01,P01_105,00:02:11.359,00:02:11.04,00:02:12.40,6552,6620
P01_105_84,P01,P01_105,00:02:13.100,00:02:13.05,00:02:13.51,6652,6675
P01_105_85,P01,P01_105,00:02:13.601,00:02:13.61,00:02:14.27,6680,6713
P01_105_86,P01,P01_105,00:02:14.101,00:02:13.93,00:02:14.56,6696,6728
P01_105_87,P01,P01_105,00:02:14.600,00:02:14.48,00:02:14.96,6723,6748
P01_105_88,P01,P01_105,00:02:15.112,00:02:15.11,00:02:15.51,6755,6775
P01_105_89,P01,P01_105,00:02:15.852,00:02:15.66,00:02:25.96,6783,7298
P01_105_9,P01,P01_105,00:00:10.851,00:00:10.17,00:00:11.36,508,568
P01_105_90,P01,P01_105,00:02:43.851,00:02:43.30,00:02:49.01,8165,8450
P01_105_91,P01,P01_105,00:02:49.101,00:02:48.98,00:02:49.55,8449,8477
P01_105_92,P01,P01_105,00:02:49.853,00:02:49.65,00:02:50.24,8482,8512
P01_105_93,P01,P01_105,00:02:51.350,00:02:51.04,00:02:52.23,8552,8611
P01_105_94,P01,P01_105,00:02:52.615,00:02:52.29,00:02:55.53,8614,8776
P01_105_95,P01,P01_105,00:02:55.101,00:02:55.26,00:02:55.83,8763,8791
P01_105_96,P01,P01_105,00:02:56.101,00:02:56.21,00:02:56.56,8810,8828
P01_105_97,P01,P01_105,00:02:56.600,00:02:56.71,00:03:01.21,8835,9060
P01_105_98,P01,P01_105,00:03:02.351,00:03:01.31,00:03:04.72,9065,9236
P01_105_99,P01,P01_105,00:03:04.600,00:03:04.82,00:03:05.12,9241,9256
P01_106_0,P01,P01_106,00:00:01.352,00:00:00.55,00:00:02.21,27,110
P01_106_1,P01,P01_106,00:00:10.358,00:00:10.28,00:00:11.41,514,570
P01_106_10,P01,P01_106,00:00:23.112,00:00:22.83,00:00:23.43,1141,1171
P01_106_100,P01,P01_106,00:04:42.850,00:04:42.43,00:04:43.22,14121,14161
P01_106_101,P01,P01_106,00:04:43.351,00:04:43.57,00:04:45.81,14178,14290
P01_106_102,P01,P01_106,00:04:46.100,00:04:45.90,00:04:47.00,14294,14350
P01_106_103,P01,P01_106,00:04:47.610,00:04:47.13,00:04:47.93,14356,14396
P01_106_104,P01,P01_106,00:04:48.107,00:04:48.22,00:04:48.77,14411,14438
P01_106_105,P01,P01_106,00:04:48.605,00:04:48.87,00:04:49.83,14443,14491
P01_106_106,P01,P01_106,00:04:49.853,00:04:49.60,00:04:50.70,14480,14535
P01_106_107,P01,P01_106,00:04:51.351,00:04:51.18,00:04:52.62,14559,14631
P01_106_108,P01,P01_106,00:04:52.858,00:04:52.62,00:04:53.60,14631,14680
P01_106_109,P01,P01_106,00:04:53.603,00:04:53.46,00:04:54.05,14672,14702
P01_106_11,P01,P01_106,00:00:23.851,00:00:23.62,00:00:24.24,1181,1212
P01_106_110,P01,P01_106,00:04:54.350,00:04:54.32,00:04:57.19,14716,14859
P01_106_111,P01,P01_106,00:04:57.854,00:04:57.34,00:04:58.19,14867,14909
P01_106_112,P01,P01_106,00:04:58.351,00:04:58.29,00:04:58.84,14914,14942
P01_106_113,P01,P01_106,00:04:58.601,00:04:58.75,00:05:06.97,14937,15348
P01_106_114,P01,P01_106,00:05:07.358,00:05:06.78,00:05:07.81,15338,15390
P01_106_115,P01,P01_106,00:05:08.352,00:05:07.89,00:05:08.81,15394,15440
P01_106_116,P01,P01_106,00:05:08.604,00:05:08.56,00:05:08.93,15428,15446
P01_106_117,P01,P01_106,00:05:09.350,00:05:07.00,00:05:15.12,15350,15756
P01_106_118,P01,P01_106,00:05:15.851,00:05:15.32,00:05:16.10,15766,15805
P01_106_119,P01,P01_106,00:05:18.850,00:05:18.94,00:05:19.37,15947,15968
P01_106_12,P01,P01_106,00:00:25.101,00:00:24.55,00:00:25.15,1227,1257
P01_106_120,P01,P01_106,00:05:19.851,00:05:19.46,00:05:21.05,15972,16052
P01_106_121,P01,P01_106,00:05:22.101,00:05:21.89,00:05:22.60,16094,16130
P01_106_122,P01,P01_106,00:05:23.851,00:05:23.15,00:05:25.65,16157,16282
P01_106_123,P01,P01_106,00:05:26.351,00:05:26.30,00:05:30.53,16315,16526
P01_106_124,P01,P01_106,00:05:30.600,00:05:30.59,00:05:31.24,16529,16562
P01_106_125,P01,P01_106,00:05:31.350,00:05:31.23,00:05:32.34,16561,16617
P01_106_126,P01,P01_106,00:05:32.601,00:05:32.35,00:05:34.82,16617,16741
P01_106_127,P01,P01_106,00:05:33.113,00:05:32.65,00:05:34.30,16632,16715
P01_106_128,P01,P01_106,00:05:34.600,00:05:34.39,00:05:34.96,16719,16748
P01_106_129,P01,P01_106,00:05:35.101,00:05:35.00,00:05:35.74,16750,16787
P01_106_13,P01,P01_106,00:00:25.350,00:00:25.02,00:00:25.68,1251,1284
P01_106_130,P01,P01_106,00:05:37.101,00:05:36.64,00:05:37.75,16832,16887
P01_106_131,P01,P01_106,00:05:37.851,00:05:37.42,00:05:38.36,16871,16918
P01_106_132,P01,P01_106,00:05:40.601,00:05:39.40,00:05:41.15,16970,17057
P01_106_133,P01,P01_106,00:05:41.850,00:05:41.74,00:05:42.82,17087,17141
P01_106_134,P01,P01_106,00:05:43.600,00:05:43.59,00:05:44.41,17179,17220
P01_106_135,P01,P01_106,00:05:45.110,00:05:44.80,00:05:45.24,17240,17262
P01_106_136,P01,P01_106,00:05:45.600,00:05:45.45,00:05:47.84,17272,17392
P01_106_137,P01,P01_106,00:05:47.361,00:05:45.99,00:05:47.63,17299,17381
P01_106_138,P01,P01_106,00:05:48.101,00:05:47.64,00:05:48.55,17382,17427
P01_106_139,P01,P01_106,00:05:49.351,00:05:48.90,00:05:49.74,17445,17487
P01_106_14,P01,P01_106,00:00:27.101,00:00:26.66,00:00:27.37,1333,1368
P01_106_140,P01,P01_106,00:05:50.100,00:05:49.62,00:05:50.91,17481,17545
P01_106_141,P01,P01_106,00:05:51.350,00:05:51.60,00:05:52.80,17580,17640
P01_106_142,P01,P01_106,00:05:52.850,00:05:51.57,00:05:52.99,17578,17649
P01_106_143,P01,P01_106,00:05:53.601,00:05:52.95,00:05:55.54,17647,17777
P01_106_144,P01,P01_106,00:05:55.851,00:05:55.43,00:05:56.24,17771,17812
P01_106_145,P01,P01_106,00:05:56.850,00:05:56.34,00:05:57.37,17817,17868
P01_106_146,P01,P01_106,00:05:57.851,00:05:57.36,00:06:04.57,17868,18228
P01_106_147,P01,P01_106,00:05:59.101,00:05:58.27,00:05:59.99,17913,17999
P01_106_148,P01,P01_106,00:06:00.351,00:06:00.06,00:06:01.15,18003,18057
P01_106_149,P01,P01_106,00:06:02.104,00:06:01.70,00:06:02.86,18085,18143
P01_106_15,P01,P01_106,00:00:30.606,00:00:27.97,00:00:30.98,1398,1549
P01_106_150,P01,P01_106,00:06:02.606,00:06:02.43,00:06:04.07,18121,18203
P01_106_151,P01,P01_106,00:06:04.351,00:06:03.60,00:06:04.92,18180,18246
P01_106_152,P01,P01_106,00:06:06.351,00:06:06.35,00:06:06.98,18317,18349
P01_106_153,P01,P01_106,00:06:08.104,00:06:07.08,00:06:10.35,18354,18517
P01_106_154,P01,P01_106,00:06:11.850,00:06:11.80,00:06:12.25,18590,18612
P01_106_155,P01,P01_106,00:06:12.100,00:06:12.40,00:06:13.75,18620,18687
P01_106_156,P01,P01_106,00:06:14.350,00:06:14.19,00:06:15.18,18709,18759
P01_106_157,P01,P01_106,00:06:15.851,00:06:16.06,00:06:16.91,18803,18845
P01_106_158,P01,P01_106,00:06:17.350,00:06:16.96,00:06:18.43,18848,18921
P01_106_159,P01,P01_106,00:06:18.612,00:06:18.46,00:06:19.89,18923,18994
P01_106_16,P01,P01_106,00:00:31.350,00:00:31.27,00:00:35.19,1563,1759
P01_106_160,P01,P01_106,00:06:20.850,00:06:19.99,00:06:21.37,18999,19068
P01_106_161,P01,P01_106,00:06:21.850,00:06:21.02,00:06:22.92,19051,19146
P01_106_162,P01,P01_106,00:06:23.350,00:06:23.35,00:06:24.22,19167,19211
P01_106_163,P01,P01_106,00:06:24.350,00:06:24.29,00:06:25.16,19214,19258
P01_106_164,P01,P01_106,00:06:25.100,00:06:25.26,00:06:27.52,19263,19376
P01_106_165,P01,P01_106,00:06:27.850,00:06:27.62,00:06:28.53,19381,19426
P01_106_166,P01,P01_106,00:06:29.616,00:06:29.54,00:06:30.49,19477,19524
P01_106_167,P01,P01_106,00:06:30.600,00:06:30.56,00:06:30.92,19528,19546
P01_106_168,P01,P01_106,00:06:31.351,00:06:30.85,00:06:32.01,19542,19600
P01_106_169,P01,P01_106,00:06:32.100,00:06:31.96,00:06:32.51,19598,19625
P01_106_17,P01,P01_106,00:00:35.103,00:00:35.04,00:00:36.19,1752,1809
P01_106_170,P01,P01_106,00:06:34.100,00:06:34.43,00:06:47.00,19721,20350
P01_106_171,P01,P01_106,00:06:47.601,00:06:47.60,00:06:49.00,20380,20450
P01_106_172,P01,P01_106,00:06:50.100,00:06:50.34,00:07:07.24,20517,21362
P01_106_173,P01,P01_106,00:07:07.600,00:07:07.40,00:07:07.97,21370,21398
P01_106_174,P01,P01_106,00:07:08.108,00:07:07.89,00:07:10.52,21394,21526
P01_106_175,P01,P01_106,00:07:10.100,00:07:09.73,00:07:10.72,21486,21536
P01_106_176,P01,P01_106,00:07:12.850,00:07:12.56,00:07:21.90,21628,22095
P01_106_177,P01,P01_106,00:07:34.600,00:07:34.56,00:07:35.57,22728,22778
P01_106_178,P01,P01_106,00:07:35.350,00:07:35.60,00:07:36.92,22780,22846
P01_106_179,P01,P01_106,00:07:36.851,00:07:36.75,00:07:37.30,22837,22865
P01_106_18,P01,P01_106,00:00:35.850,00:00:35.72,00:00:37.28,1786,1864
P01_106_180,P01,P01_106,00:07:37.350,00:07:37.40,00:07:38.12,22870,22906
P01_106_181,P01,P01_106,00:07:38.850,00:07:38.15,00:07:39.70,22907,22985
P01_106_182,P01,P01_106,00:07:41.850,00:07:41.85,00:07:42.76,23092,23138
P01_106_183,P01,P01_106,00:07:44.605,00:07:44.35,00:08:55.67,23217,26783
P01_106_184,P01,P01_106,00:08:56.102,00:08:56.09,00:08:56.70,26804,26835
P01_106_185,P01,P01_106,00:08:57.602,00:08:57.49,00:08:59.23,26874,26961
P01_106_186,P01,P01_106,00:09:00.850,00:09:00.82,00:09:01.24,27041,27062
P01_106_187,P01,P01_106,00:09:01.601,00:09:00.33,00:09:04.70,27016,27235
P01_106_188,P01,P01_106,00:09:04.851,00:09:04.55,00:09:05.35,27227,27267
P01_106_189,P01,P01_106,00:09:07.359,00:09:07.19,00:09:25.11,27359,28255
P01_106_19,P01,P01_106,00:00:36.858,00:00:36.87,00:00:38.00,1843,1900
P01_106_190,P01,P01_106,00:09:25.600,00:09:25.56,00:09:28.06,28277,28402
P01_106_191,P01,P01_106,00:09:28.100,00:09:28.16,00:09:29.82,28408,28491
P01_106_192,P01,P01_106,00:09:30.612,00:09:29.87,00:09:41.14,28493,29057
P01_106_193,P01,P01_106,00:09:41.600,00:09:41.24,00:09:43.29,29062,29164
P01_106_194,P01,P01_106,00:09:43.850,00:09:43.62,00:09:45.51,29181,29275
P01_106_195,P01,P01_106,00:09:45.600,00:09:45.37,00:09:46.46,29268,29323
P01_106_196,P01,P01_106,00:09:46.100,00:09:45.66,00:09:46.24,29283,29312
P01_106_197,P01,P01_106,00:09:46.850,00:09:46.67,00:09:48.84,29333,29442
P01_106_198,P01,P01_106,00:09:49.850,00:09:49.52,00:09:51.17,29476,29558
P01_106_199,P01,P01_106,00:09:51.850,00:09:51.51,00:09:52.67,29575,29633
P01_106_2,P01,P01_106,00:00:12.101,00:00:11.51,00:00:13.61,575,680
P01_106_20,P01,P01_106,00:00:37.857,00:00:37.62,00:00:38.72,1880,1936
P01_106_200,P01,P01_106,00:09:52.862,00:09:52.81,00:09:54.14,29640,29707
P01_106_201,P01,P01_106,00:09:54.850,00:09:54.59,00:09:55.12,29729,29756
P01_106_202,P01,P01_106,00:09:55.350,00:09:55.28,00:09:57.54,29764,29877
P01_106_203,P01,P01_106,00:09:57.852,00:09:57.64,00:09:58.49,29882,29924
P01_106_204,P01,P01_106,00:09:58.101,00:09:58.26,00:10:03.69,29913,30184
P01_106_205,P01,P01_106,00:10:03.851,00:10:03.40,00:10:05.07,30170,30253
P01_106_206,P01,P01_106,00:10:05.350,00:10:05.17,00:10:15.93,30258,30796
P01_106_207,P01,P01_106,00:10:05.851,00:10:04.63,00:10:06.57,30231,30328
P01_106_208,P01,P01_106,00:10:06.850,00:10:06.99,00:10:11.50,30349,30575
P01_106_209,P01,P01_106,00:10:13.601,00:10:12.69,00:10:21.14,30634,31057
P01_106_21,P01,P01_106,00:00:38.607,00:00:38.30,00:00:38.95,1914,1947
P01_106_210,P01,P01_106,00:10:21.601,00:10:21.39,00:10:22.25,31069,31112
P01_106_211,P01,P01_106,00:10:23.600,00:10:23.16,00:10:24.44,31158,31222
P01_106_212,P01,P01_106,00:10:25.101,00:10:25.02,00:10:26.00,31251,31300
P01_106_213,P01,P01_106,00:10:25.851,00:10:25.86,00:10:29.09,31293,31454
P01_106_214,P01,P01_106,00:10:26.600,00:10:30.49,00:10:32.94,31524,31647
P01_106_215,P01,P01_106,00:10:33.100,00:10:32.85,00:10:33.76,31642,31688
P01_106_216,P01,P01_106,00:10:34.351,00:10:34.50,00:10:42.61,31725,32130
P01_106_217,P01,P01_106,00:10:36.851,00:10:36.65,00:10:37.30,31832,31864
P01_106_218,P01,P01_106,00:10:37.351,00:10:37.19,00:10:39.86,31859,31993
P01_106_219,P01,P01_106,00:10:40.350,00:10:39.96,00:10:40.75,31998,32037
P01_106_22,P01,P01_106,00:00:39.852,00:00:39.34,00:00:43.37,1967,2168
P01_106_220,P01,P01_106,00:10:40.851,00:10:40.89,00:10:42.38,32044,32119
P01_106_221,P01,P01_106,00:10:42.601,00:10:42.54,00:10:46.18,32127,32308
P01_106_222,P01,P01_106,00:10:48.600,00:10:46.44,00:11:00.50,32322,33025
P01_106_223,P01,P01_106,00:11:01.351,00:11:01.04,00:11:02.32,33052,33116
P01_106_224,P01,P01_106,00:11:03.361,00:11:03.39,00:11:04.08,33169,33204
P01_106_225,P01,P01_106,00:11:04.350,00:11:04.22,00:11:09.36,33211,33468
P01_106_226,P01,P01_106,00:11:09.600,00:11:09.39,00:11:10.03,33469,33501
P01_106_227,P01,P01_106,00:11:10.600,00:11:10.15,00:11:11.94,33507,33597
P01_106_228,P01,P01_106,00:11:11.600,00:11:12.05,00:11:16.66,33602,33833
P01_106_229,P01,P01_106,00:11:16.101,00:11:16.76,00:11:21.91,33838,34095
P01_106_23,P01,P01_106,00:00:43.101,00:00:43.47,00:00:49.82,2173,2491
P01_106_230,P01,P01_106,00:11:21.601,00:11:21.35,00:11:22.65,34067,34132
P01_106_231,P01,P01_106,00:11:23.351,00:11:22.75,00:11:25.15,34137,34257
P01_106_232,P01,P01_106,00:11:25.850,00:11:25.43,00:11:26.21,34271,34310
P01_106_233,P01,P01_106,00:11:27.351,00:11:27.03,00:11:32.08,34351,34604
P01_106_234,P01,P01_106,00:11:32.101,00:11:32.10,00:11:32.99,34605,34649
P01_106_235,P01,P01_106,00:11:33.350,00:11:33.60,00:11:34.76,34680,34738
P01_106_236,P01,P01_106,00:11:34.351,00:11:34.40,00:11:36.42,34720,34821
P01_106_237,P01,P01_106,00:11:34.851,00:11:33.19,00:11:36.29,34659,34814
P01_106_238,P01,P01_106,00:11:36.361,00:11:35.90,00:11:38.03,34795,34901
P01_106_239,P01,P01_106,00:11:39.601,00:11:38.98,00:11:40.18,34949,35009
P01_106_24,P01,P01_106,00:00:50.858,00:00:49.83,00:00:53.69,2491,2684
P01_106_240,P01,P01_106,00:11:40.350,00:11:40.05,00:11:41.99,35002,35099
P01_106_241,P01,P01_106,00:11:41.865,00:11:41.79,00:11:42.85,35089,35142
P01_106_242,P01,P01_106,00:11:47.100,00:11:46.56,00:11:48.98,35328,35449
P01_106_243,P01,P01_106,00:11:52.851,00:11:52.81,00:11:59.62,35640,35981
P01_106_244,P01,P01_106,00:12:00.101,00:11:59.96,00:12:00.60,35998,36030
P01_106_245,P01,P01_106,00:12:00.600,00:12:00.66,00:12:01.13,36033,36056
P01_106_246,P01,P01_106,00:12:01.100,00:12:01.13,00:12:01.73,36056,36086
P01_106_25,P01,P01_106,00:00:54.101,00:00:54.04,00:00:54.43,2702,2721
P01_106_26,P01,P01_106,00:00:54.863,00:00:54.75,00:01:04.29,2737,3214
P01_106_27,P01,P01_106,00:00:57.100,00:00:56.90,00:00:58.51,2845,2925
P01_106_28,P01,P01_106,00:01:00.351,00:00:58.34,00:01:10.93,2917,3546
P01_106_29,P01,P01_106,00:01:11.101,00:01:11.04,00:01:13.15,3551,3657
P01_106_3,P01,P01_106,00:00:12.857,00:00:13.15,00:00:13.98,657,699
P01_106_30,P01,P01_106,00:01:13.851,00:01:12.97,00:01:16.32,3648,3815
P01_106_31,P01,P01_106,00:01:17.101,00:01:16.39,00:01:20.23,3819,4011
P01_106_32,P01,P01_106,00:01:20.851,00:01:20.30,00:01:23.27,4015,4163
P01_106_33,P01,P01_106,00:01:23.851,00:01:22.94,00:01:24.18,4147,4209
P01_106_34,P01,P01_106,00:01:24.101,00:01:23.99,00:01:24.75,4199,4237
P01_106_35,P01,P01_106,00:01:25.601,00:01:24.60,00:01:26.43,4230,4321
P01_106_36,P01,P01_106,00:01:26.603,00:01:25.77,00:01:27.09,4288,4354
P01_106_37,P01,P01_106,00:01:27.350,00:01:26.88,00:01:28.72,4344,4436
P01_106_38,P01,P01_106,00:01:27.601,00:01:28.11,00:01:29.60,4405,4480
P01_106_39,P01,P01_106,00:01:29.350,00:01:28.90,00:01:32.05,4445,4602
P01_106_4,P01,P01_106,00:00:14.601,00:00:14.08,00:00:15.25,704,762
P01_106_40,P01,P01_106,00:01:33.351,00:01:32.94,00:01:43.04,4647,5152
P01_106_41,P01,P01_106,00:01:44.359,00:01:44.25,00:01:48.64,5212,5432
P01_106_42,P01,P01_106,00:01:52.852,00:01:49.73,00:01:56.72,5486,5836
P01_106_43,P01,P01_106,00:01:57.360,00:01:55.93,00:02:03.27,5796,6163
P01_106_44,P01,P01_106,00:02:06.851,00:02:06.78,00:02:07.77,6339,6388
P01_106_45,P01,P01_106,00:02:08.351,00:02:08.07,00:02:09.62,6403,6481
P01_106_46,P01,P01_106,00:02:09.851,00:02:09.29,00:02:11.07,6464,6553
P01_106_47,P01,P01_106,00:02:10.362,00:02:09.28,00:02:09.83,6464,6491
P01_106_48,P01,P01_106,00:02:11.601,00:02:11.51,00:02:12.71,6575,6635
P01_106_49,P01,P01_106,00:02:13.851,00:02:13.03,00:02:14.35,6651,6717
P01_106_5,P01,P01_106,00:00:16.606,00:00:16.51,00:00:17.59,825,879
P01_106_50,P01,P01_106,00:02:16.351,00:02:15.97,00:02:16.92,6798,6846
P01_106_51,P01,P01_106,00:02:17.351,00:02:16.21,00:02:19.76,6810,6988
P01_106_52,P01,P01_106,00:02:20.101,00:02:19.52,00:02:21.36,6976,7068
P01_106_53,P01,P01_106,00:02:20.601,00:02:21.41,00:02:21.68,7070,7084
P01_106_54,P01,P01_106,00:02:22.600,00:02:22.32,00:02:22.94,7116,7147
P01_106_55,P01,P01_106,00:02:23.601,00:02:23.64,00:02:24.01,7181,7200
P01_106_56,P01,P01_106,00:02:24.110,00:02:24.00,00:02:33.87,7200,7693
P01_106_57,P01,P01_106,00:02:40.600,00:02:40.10,00:02:40.96,8005,8048
P01_106_58,P01,P01_106,00:02:41.351,00:02:41.06,00:02:42.10,8053,8105
P01_106_59,P01,P01_106,00:02:42.351,00:02:42.10,00:02:43.56,8105,8178
P01_106_6,P01,P01_106,00:00:17.607,00:00:17.32,00:00:19.22,866,961
P01_106_60,P01,P01_106,00:02:43.850,00:02:43.57,00:02:44.51,8178,8225
P01_106_61,P01,P01_106,00:02:44.601,00:02:44.55,00:02:44.98,8227,8249
P01_106_62,P01,P01_106,00:02:45.100,00:02:45.05,00:02:46.35,8252,8317
P01_106_63,P01,P01_106,00:02:46.601,00:02:46.80,00:02:47.47,8340,8373
P01_106_64,P01,P01_106,00:02:46.851,00:02:46.99,00:02:47.50,8349,8375
P01_106_65,P01,P01_106,00:02:47.601,00:02:47.53,00:02:50.83,8376,8541
P01_106_66,P01,P01_106,00:02:50.601,00:02:50.93,00:02:51.45,8546,8572
P01_106_67,P01,P01_106,00:02:51.100,00:02:51.00,00:02:52.52,8550,8626
P01_106_68,P01,P01_106,00:02:52.852,00:02:52.57,00:02:59.52,8628,8976
P01_106_69,P01,P01_106,00:02:59.858,00:02:59.19,00:03:00.64,8959,9032
P01_106_7,P01,P01_106,00:00:18.852,00:00:17.84,00:00:19.64,892,982
P01_106_70,P01,P01_106,00:03:00.607,00:03:00.58,00:03:24.13,9029,10206
P01_106_71,P01,P01_106,00:03:01.351,00:03:00.95,00:03:01.59,9047,9079
P01_106_72,P01,P01_106,00:03:02.100,00:03:01.66,00:03:20.62,9083,10031
P01_106_73,P01,P01_106,00:03:21.101,00:03:20.61,00:03:25.07,10030,10253
P01_106_74,P01,P01_106,00:03:21.850,00:03:21.92,00:03:24.40,10096,10220
P01_106_75,P01,P01_106,00:03:25.101,00:03:24.93,00:03:33.56,10246,10678
P01_106_76,P01,P01_106,00:03:33.851,00:03:33.43,00:03:34.48,10671,10724
P01_106_77,P01,P01_106,00:03:35.601,00:03:34.97,00:03:37.25,10748,10862
P01_106_78,P01,P01_106,00:03:37.600,00:03:37.37,00:03:46.22,10868,11311
P01_106_79,P01,P01_106,00:03:46.351,00:03:46.10,00:03:46.60,11305,11330
P01_106_8,P01,P01_106,00:00:20.601,00:00:20.32,00:00:21.42,1016,1071
P01_106_80,P01,P01_106,00:03:46.352,00:03:46.13,00:03:46.50,11306,11325
P01_106_81,P01,P01_106,00:03:47.103,00:03:46.70,00:03:47.25,11335,11362
P01_106_82,P01,P01_106,00:03:47.851,00:03:47.67,00:03:48.62,11383,11431
P01_106_83,P01,P01_106,00:03:48.851,00:03:48.06,00:03:49.08,11403,11454
P01_106_84,P01,P01_106,00:03:49.850,00:03:50.59,00:03:51.95,11529,11597
P01_106_85,P01,P01_106,00:03:50.604,00:03:54.69,00:03:55.44,11734,11772
P01_106_86,P01,P01_106,00:03:52.105,00:03:55.54,00:04:00.89,11777,12044
P01_106_87,P01,P01_106,00:03:54.851,00:03:54.92,00:03:55.49,11746,11774
P01_106_88,P01,P01_106,00:03:55.609,00:03:55.60,00:04:06.47,11780,12323
P01_106_89,P01,P01_106,00:04:07.100,00:04:07.12,00:04:07.81,12356,12390
P01_106_9,P01,P01_106,00:00:21.851,00:00:21.67,00:00:22.30,1083,1115
P01_106_90,P01,P01_106,00:04:08.350,00:04:08.35,00:04:09.07,12417,12453
P01_106_91,P01,P01_106,00:04:09.351,00:04:09.20,00:04:14.62,12460,12731
P01_106_92,P01,P01_106,00:04:15.100,00:04:14.85,00:04:15.97,12742,12798
P01_106_93,P01,P01_106,00:04:16.851,00:04:16.69,00:04:17.88,12834,12894
P01_106_94,P01,P01_106,00:04:17.600,00:04:17.91,00:04:30.49,12895,13524
P01_106_95,P01,P01_106,00:04:31.101,00:04:30.59,00:04:33.05,13529,13652
P01_106_96,P01,P01_106,00:04:33.350,00:04:33.15,00:04:34.74,13657,13737
P01_106_97,P01,P01_106,00:04:34.351,00:04:34.44,00:04:35.06,13722,13753
P01_106_98,P01,P01_106,00:04:35.351,00:04:35.10,00:04:40.26,13755,14013
P01_106_99,P01,P01_106,00:04:41.101,00:04:40.23,00:04:41.73,14011,14086
P01_107_0,P01,P01_107,00:00:03.101,00:00:02.68,00:00:04.52,134,225
P01_107_1,P01,P01_107,00:00:06.603,00:00:06.39,00:00:07.68,319,384
P01_107_10,P01,P01_107,00:00:19.601,00:00:19.82,00:00:20.49,991,1024
P01_107_11,P01,P01_107,00:00:21.100,00:00:21.32,00:00:21.97,1066,1098
P01_107_12,P01,P01_107,00:00:22.350,00:00:21.98,00:00:23.26,1099,1163
P01_107_13,P01,P01_107,00:00:23.100,00:00:23.13,00:00:23.86,1156,1193
P01_107_14,P01,P01_107,00:00:24.601,00:00:23.79,00:00:25.21,1189,1260
P01_107_15,P01,P01_107,00:00:26.100,00:00:25.89,00:00:27.00,1294,1350
P01_107_16,P01,P01_107,00:00:27.350,00:00:26.99,00:00:27.95,1349,1397
P01_107_17,P01,P01_107,00:00:28.350,00:00:28.10,00:00:28.75,1405,1437
P01_107_18,P01,P01_107,00:00:29.100,00:00:28.75,00:00:30.40,1437,1520
P01_107_19,P01,P01_107,00:00:30.850,00:00:29.58,00:00:31.79,1479,1589
P01_107_2,P01,P01_107,00:00:08.100,00:00:08.13,00:00:09.31,406,465
P01_107_20,P01,P01_107,00:00:33.362,00:00:31.89,00:00:37.44,1594,1872
P01_107_21,P01,P01_107,00:00:38.601,00:00:37.54,00:00:44.29,1877,2214
P01_107_22,P01,P01_107,00:00:45.351,00:00:45.11,00:00:45.81,2255,2290
P01_107_23,P01,P01_107,00:00:45.851,00:00:45.91,00:00:46.51,2295,2325
P01_107_24,P01,P01_107,00:00:46.851,00:00:46.55,00:00:49.81,2327,2490
P01_107_25,P01,P01_107,00:00:49.852,00:00:49.91,00:00:51.47,2495,2573
P01_107_26,P01,P01_107,00:00:51.851,00:00:51.54,00:00:52.88,2577,2644
P01_107_27,P01,P01_107,00:00:53.602,00:00:53.32,00:00:54.21,2666,2710
P01_107_28,P01,P01_107,00:00:55.102,00:00:55.23,00:00:56.24,2761,2812
P01_107_29,P01,P01_107,00:00:55.602,00:00:56.28,00:00:56.79,2814,2839
P01_107_3,P01,P01_107,00:00:11.358,00:00:10.93,00:00:12.31,546,615
P01_107_30,P01,P01_107,00:00:57.351,00:00:57.09,00:00:57.84,2854,2892
