video_id,duration,fps,resolution
P30_04,710.0426669999999,59.9400599400599,1920x1080
P30_05,3261.992717,59.9400599400599,1920x1080
P30_06,401.35095,59.9400599400599,1920x1080
P30_07,305.438467,59.9400599400599,1920x1080
P30_08,1122.14,59.9400599400599,1920x1080
P30_09,433.7333,59.9400599400599,1920x1080
P30_10,792.558433,59.9400599400599,1920x1080
P30_11,344.610933,59.9400599400599,1920x1080
P30_101,628.64,50.0,1920x1080
P30_102,1275.72,50.0,1920x1080
P30_103,184.36,50.0,1920x1080
P30_104,317.54,50.0,1920x1080
P30_105,105.52,50.0,1920x1080
P30_106,249.64,50.0,1920x1080
P30_107,2994.16,50.0,1920x1080
P30_108,575.3,50.0,1920x1080
P30_109,418.16,50.0,1920x1080
P30_110,260.1,50.0,1920x1080
P30_111,1840.26,50.0,1920x1080
P30_112,80.9,50.0,1920x1080
P30_113,366.64,50.0,1920x1080
P30_114,122.32,50.0,1920x1080
P31_01,475.35821699999997,59.9400599400599,1920x1080
P31_02,208.6084,59.9400599400599,1920x1080
P31_03,274.390783,59.9400599400599,1920x1080
P31_04,96.563133,59.9400599400599,1920x1080
P31_05,483.3829,59.9400599400599,1920x1080
P31_06,187.43725,59.9400599400599,1920x1080
P31_07,252.30205,59.9400599400599,1920x1080
P31_08,837.9371,59.9400599400599,1920x1080
P31_09,254.90465,59.9400599400599,1920x1080
P31_10,540.08955,59.9400599400599,1920x1080
P31_11,254.938017,59.9400599400599,1920x1080
P31_12,205.788917,59.9400599400599,1920x1080
P31_13,658.274283,59.9400599400599,1920x1080
P31_14,313.529883,59.9400599400599,1920x1080
P32_01,494.861033,59.9400599400599,1920x1080
P32_02,222.47225,59.9400599400599,1920x1080
P32_03,242.09185,59.9400599400599,1920x1080
P32_04,364.931233,59.9400599400599,1920x1080
P32_05,426.292533,59.9400599400599,1920x1080
P32_06,589.7892,59.9400599400599,1920x1080
P32_07,28.97895,59.9400599400599,1920x1080
P32_08,199.18231699999998,59.9400599400599,1920x1080
P32_09,281.53125,59.9400599400599,1920x1080
P32_10,406.072333,59.9400599400599,1920x1080
P33_101,854.56,50.0,1920x1080
P33_102,559.4,50.0,1920x1080
P33_103,333.92,50.0,1920x1080
P33_104,747.44,50.0,1920x1080
P33_105,2209.58,50.0,1920x1080
P33_106,411.72,50.0,1920x1080
P33_107,652.88,50.0,1920x1080
P33_108,235.3,50.0,1920x1080
P33_109,1323.62,50.0,1920x1080
P33_110,594.98,50.0,1920x1080
P33_111,432.52,50.0,1920x1080
P34_101,120.42,50.0,1920x1080
P34_102,512.38,50.0,1920x1080
P34_103,221.32,50.0,1920x1080
P34_104,912.24,50.0,1920x1080
P34_105,95.44,50.0,1920x1080
P34_106,148.9,50.0,1920x1080
P34_107,612.26,50.0,1920x1080
P34_108,53.22,50.0,1920x1080
P34_109,290.1,50.0,1920x1080
P34_110,134.68,50.0,1920x1080
P34_111,541.3,50.0,1920x1080
P34_112,976.76,50.0,1920x1080
P34_113,747.04,50.0,1920x1080
P35_101,388.26,50.0,1920x1080
P35_102,1773.98,50.0,1920x1080
P35_103,1512.48,50.0,1920x1080
P35_104,3350.44,50.0,1920x1080
P35_105,2148.26,50.0,1920x1080
P35_106,677.66,50.0,1920x1080
P35_107,1640.44,50.0,1920x1080
P35_108,3015.08,50.0,1920x1080
P35_109,1129.48,50.0,1920x1080
P36_101,702.46,50.0,1920x1080
P36_102,793.84,50.0,1920x1080
P37_101,1681.46,50.0,1920x1080
P37_102,682.62,50.0,1920x1080
P37_103,395.12,50.0,1920x1080
