id,key,instances,category
59,coffee,"['coffee', 'pod:coffee', 'bean:coffee', 'ground:coffee', 'scoop:coffee', 'spill:coffee', 'grounds', 'ground', 'coffee:mug', 'pod', 'capsule', 'capsule:empty', 'capsule:coffee', 'coffee:stirring']",drinks
60,glove,"['glove:oven', 'glove', 'mitt', 'mitt:oven', 'mitten', 'glove:rubber', 'glove:second', 'finger:rubber:glove', 'mitten:oven', 'mitt:kitchen']",materials
61,can,"['can', 'tin', 'tin:tomato', 'tin:coffee:bean', 'can:chickpea', 'can:tomato', 'tin:kidney:bean', 'can:tin', 'tin:chopped:tomato', 'tin:condensed:milk', 'tin:coffee', 'tin:cocoa:powder', 'can:soup', 'tin:yeast', 'tin:empty', 'tin:teabag', 'can:kidney:bean', 'yeast:can', 'tin:mug']",containers
62,leaf,"['leaf', 'leaf:lettuce', 'leaf:salad', 'leaf:spinach', 'leaf:bay', 'leaf:tea', 'leaf:rosemary', 'leaf:pak:choi', 'leaf:basil', 'leaf:choi', 'bit:basil:leaf', 'leaf:mint', 'leaf:curry', 'herb', 'garni:bouquet', 'leaf:more:salad', 'leaf:spring:onion', 'leaf:only:curry', 'leaf:more', 'leaf:oregano', 'bit:leaf', 'herb:other', 'tarragon']",vegetables
63,sink,"['sink', 'sink:kitchen', 'sink:water', 'basin', 'hole:sink', 'drain', 'bottom:sink', 'clog', 'top:sink', 'side:sink', 'sink:empty', 'counter:sink']",furniture
64,milk,"['milk', 'milk:soy', 'milk:coconut', 'milk:soya', 'milk:condensed', 'milk:more']",dairy and eggs
65,heat,"['heat', 'temperature', 'temperature:gas', 'temperature:cooker', 'heat:cooker', 'temp', 'temperature:thermometer', 'temperature:milk', 'heat:stove', 'temperature:water', 'temperature:liquid', 'temperature:oil', 'temperature:hob', 'temperature:whey', 'heat:oven', 'temperature:tap', 'temperature:cast:iron:pan', 'temperature:rice:cooker', 'temperature:curd', 'temperature:dishwasher', 'temperature:bowl', 'temperature:pie', 'temperature:measure', 'heat:hob', 'temperature:oven', 'heat:right', 'heat:be', 'temperature:watch']",appliances
66,jug,"['jug', 'jug:measuring', 'pitcher', 'carafe', 'carafe:rinse', 'jug:water', 'beaker', 'cylinder:measuring', 'top:water:filter', 'filter:water', 'jug:cafetiere', 'filter:more:water', 'filter:fill:water', 'filter:tap:water', 'jar:water:filter', 'drum:measuring']",crockery
67,aubergine,"['aubergine', 'slice:aubergine', 'bit:aubergine', 'end:aubergine']",vegetables
68,salad,"['salad', 'remnant:salad', 'radish', 'salad:more', 'bit:salad', 'piece:salad']",prepared food
69,chilli,"['chilli', 'chilli:chop', 'chilli:red', 'chilli:slice', 'pepper:chilli', 'chilli:crushed', 'chilli:dried', 'chilli:green', 'pot:chilli', 'pepper:cayenne', 'flake:chilli', 'flake', 'powder:chilli', 'powder:red:chilli', 'pepper:hot', 'pepper:salted:chilli', 'bit:chilli', 'end:chilli', 'price']",spices and herbs and sauces
70,dishwasher,"['dishwasher', 'dishwater', 'door:dishwasher', 'drawer:dishwasher', 'bit:dishwasher']",appliances
71,mixture,"['mixture', 'mix', 'mixture:chocolate', 'mixture:sugar', 'mixture:hand:blender', 'mixture:egg', 'mixture:yeast', 'mixture:passata', 'mixture:pistachio', 'mixture:lemon:curd', 'batter', 'starter', 'flour:egg', 'mixture:egg:powder', 'mixture:chilli', 'mixture:egg:flour', 'mixture:whole', 'mixture:powder', 'mixture:oil', 'mixture:egg:food', 'egg:breadcrumb', 'spoon:mixture', 'top:mixture', 'remainder:mixture']",prepared food
72,cucumber,"['cucumber', 'cucumber:sliced', 'salad:cucumber', 'bit:cucumber', 'end:cucumber', 'piece:cucumber', 'cucumber:chopped', 'cucumber:cut']",vegetables
73,clothes,"['clothes', 'laundry', 'washing:washing', 'washing', 'bottom:tracksuit', 'tshirt', 'bottom:jogging', 'jumper', 'pocket', 'gown:dressing', 'cardigan', 'jean', 'boxer', 'short:boxer', 'hat', 'trouser', 'trousers', 'shirt', 't', 'shirt:tee', 'sleeve', 'sock', 'tag:top', 'tag:washing', 'tag', 'collar:shirt', 'shirt:t', 'short', 'shoulder', 'slipper']",materials
74,peach,"['peach', 'slice:peach', 'pit:peach']",fruits and nuts
75,flour,"['flour', 'mixture:flour', 'powder:flour', 'flour:excess', 'flour:dough', 'flour:more', 'flour:extra', 'flour:plain', 'flower']",baked goods and grains
76,courgette,"['courgette', 'piece:courgette', 'bit:courgette', 'dice:courgette', 'slice:courgette']",vegetables
77,filter,"['filter', 'filter:coffee', 'filter:empty', 'filter:sink', 'paper:filter', 'stud', 'filter:aeropress', 'filter:moka:pot', 'filter:v60', 'filter:teapot', 'filter:coffee:maker', 'strainer:cafetiere']",utensils
78,butter,"['butter', 'butter:excess', 'butter:melted', 'butter:melting', 'butter:remaining', 'bit:butter', 'margarine', 'piece:butter', 'cube:butter', 'slice:butter', 'butter:more']",dairy and eggs
79,scissors,"['scissors', 'scissor']",utensils
80,chopstick,"['chopstick', 'stick:chop', 'chopstick:fork', 'pair:chopstick']",utensils
81,tofu,"['tofu', 'curd:bean', 'curd', 'piece:tofu', 'slice:tofu', 'block:tofu', 'curd:cooked:bean', 'curd:salted:bean', 'number:bean:curd:source', 'slice:bean:curd']",meat and substitute
82,blender,"['blender', 'mixer', 'blender:hand', 'shaft', 'piece:hand:blender', 'motor:hand:blender', 'shaft:blender', 'shaft:hand:blender', 'part:blender', 'shake']",appliances
83,olive,"['olive', 'olive:own']",fruits and nuts
84,mat,"['mat', 'mat:place', 'board:eating', 'placemat', 'mat:heatproof', 'mat:heat:proof', 'coaster', 'mat:floor', 'mat:table', 'mat:tea:place', 'net:rubber']",materials
85,spice,"['spice', 'pot:spice', 'spice:tamarind', 'spice:mixed', 'mix:spice', 'anise:star']",spices and herbs and sauces
86,sausage,"['sausage', 'chorizo', 'sausage:corn', 'sausage:quorn', 'sausage:quorn:cocktail', 'dog:hot', 'shape:sausage']",meat and substitute
87,peeler:potato,"['peeler:potato', 'peeler', 'skinner:carrot', 'skinner', 'peeler:carrot']",utensils
88,napkin,"['napkin', 'serviette', 'tissue', 'paper:tissue', 'paper:toilet', 'fork:napkin', 'spoon:napkin:yoghurt']",materials
89,cover,"['cover', 'cover:plastic', 'cover:plate', 'cover:dish', 'cover:hob', 'cover:food:processor', 'cover:microwave', 'cover:blender', 'cover:thermometer', 'cover:can', 'cover:battery', 'cover:juicer', 'cover:pen', 'cover:tin', 'cover:squeezer', 'cover:processor', 'cover:pot', 'cover:mug', 'sheath']",containers
90,microwave,"['microwave', 'oven:microwave', 'door:microwave', 'microwave:inside', 'top:microwave']",appliances
91,pizza,"['pizza', 'slice:pizza', 'piece:pizza', 'top:pizza', 'base:pizza']",prepared food
92,button,"['button', 'switch', 'switch:light']",appliances
93,towel:kitchen,"['towel:kitchen', 'towel:paper', 'roll:kitchen', 'sheet:kitchen:roll', 'roll:kitchen:towel', 'piece:kitchen:roll', 'roll:paper']",materials
94,vegetable,"['vegetable', 'piece:vegetable', 'green', 'vegetable:stirring']",vegetables
95,stock,"['stock', 'cube:stock', 'stock:vegetable', 'stock:chicken', 'gravy', 'broth', 'granule:gravy', 'stock:leftover', 'cube', 'cube:gravy', 'cube:small']",spices and herbs and sauces
96,grater,"['grater', 'grater:cheese', 'grinder:cheese']",utensils
97,ladle,['ladle'],utensils
98,yoghurt,"['yoghurt', 'yoghurt:greek', 'yogurt', 'pot:yoghurt', 'spoonful:yoghurt']",dairy and eggs
99,cereal,"['cereal', 'shreddies', 'granola']",baked goods and grains
100,wrap:plastic,"['wrap:plastic', 'foil:transparent', 'film:cling', 'film', 'film:plastic', 'film:cucumber', 'film:butter', 'piece:cellophane', 'dispenser:cellophane', 'cellophane']",materials
101,broccoli,"['broccoli', 'broccoli:tenderstem', 'broccoli:pour', 'broccoli:stem', 'piece:broccoli', 'floret', 'floret:broccoli', 'rest:broccoli', 'sort:broccoli']",vegetables
102,sugar,"['sugar', 'sugar:rock', 'lump:sugar', 'dissolve:sugar']",spices and herbs and sauces
103,brush,"['brush', 'brusher', 'brush:pastry', 'broom', 'wool', 'brush:washing:up', 'brush:dish', 'mop', 'toothbrush']",cleaning equipment and material
104,biscuit,"['biscuit', 'cookie', 'cooky', 'cracker', 'cracker:crushed', 'piece:biscuit', 'powder:biscuit', 'toast:melba']",baked goods and grains
105,lemon,"['lemon', 'slice:lemon', 'half:lemon', 'half:second:lemon', 'zest:lemon']",fruits and nuts
106,juicer,"['squeezer', 'juicer', 'squeezer:lemon', 'juicer:lime', 'piece:juicer', 'part:juicer', 'bowl:juicer', 'squeezer:lime', 'piece:lemon:squeezer']",utensils
107,wrap,"['wrap', 'wrap:meat', 'wrap:bread', 'taco', 'tortilla', 'wrap:elastic']",materials
108,scale,"['scale', 'system:weighing', 'scales', 'balance', 'scale:kitchen', 'reading:scale', 'top:scale', 'scale:measuring']",appliances
109,rest,"['rest', 'rest:spoon', 'holder:spoon', 'rest:teabag', 'rest:pot', 'rester:teabag', 'holder:teabag', 'rest:ladle']",other
110,rack:drying,"['rack:drying', 'rack', 'rack:dish', 'drainer', 'rack:cooling', 'rack:knife', 'rack:tray', 'drainer:sink', 'drainer:dish', 'rack:cutlery', 'strip:magnetic', 'rack:oven:tray', 'rack:oven', 'rack:draining', 'rack:dry', 'rack:dryer', 'rack:washing', 'dryer', 'track']",storage
111,alarm,"['alarm', 'timer', 'timer:oven', 'timer:check', 'clock:oven', 'time', 'time:cooking', 'time:oven', 'button:timer', 'clock:microwave:oven', 'minute']",appliances
112,salmon,"['salmon', 'salmon:covered', 'salmon:battered', 'piece:salmon', 'fillet:salmon', 'skin:salmon', 'top:salmon:fillet']",meat and substitute
113,freezer,"['freezer', 'door:freezer', 'front:freezer']",appliances
114,light,"['light', 'light:hob', 'light:oven', 'lighting', 'lamp']",appliances
115,spreads,"['spreads', 'honey', 'jam', 'butter:peanut', 'nutella', 'curd:lemon']",prepared food
116,squash,"['squash', 'squash:more']",vegetables
117,leek,"['leek', 'piece:leek', 'leek:extra', 'bottom:leek', 'end:leek']",vegetables
118,cap,"['cap', 'cap:milk:bottle', 'cap:liquid', 'cap:bottle', 'cap:oregano', 'cap:olive:oil', 'cap:oil', 'lid:bottle', 'lid:milk:bottle', 'lid:vinegar:bottle', 'lid:whiskey:bottle', 'lid:oil', 'lid:soy:sauce', 'lid:ketchup', 'lid:oil:bottle', 'lid:milk', 'lid:sesame:oil', 'lid:water:bottle', 'cap:salt', 'cap:vinegar', 'cap:milk', 'cap:sauce']",containers
119,fish,"['fish', 'piece:fish', 'skin:fish', 'fragment:fish', 'fish:open', 'fish:cooked', 'meat:fish']",meat and substitute
120,lettuce,"['lettuce', 'rocket', 'lettuce:chopped', 'piece:lettuce']",vegetables
121,curry,"['curry', 'curry:fish', 'masala:bean', 'paneer:saag', 'masala', 'curry:potato']",prepared food
122,seed,"['seed', 'pit', 'seed:squash', 'seed:pepper', 'seed:lemon', 'seed:cumin', 'seed:mustard', 'sesame', 'stone:olive', 'seed:olive', 'seed:coriander', 'core']",fruits and nuts
123,foil,"['foil', 'foil:kitchen', 'foil:aluminium', 'foil:tin', 'foil:silver', 'aluminium', 'end:foil:paper', 'roll:foil', 'piece:aluminium:foil', 'roll:foil:paper', 'roll:tin:foil']",materials
124,machine:washing,"['machine:washing', 'machine', 'washer', 'machine:washer', 'door:machine', 'door:washing:machine', 'door:tablet', 'drawer:washing:machine', 'setting', 'door:washing:washing']",appliances
125,corn,"['corn', 'corn:sweet', 'cob:corn', 'cob', 'corncob', 'sweetcorn', 'piece:corn', 'corn:salt']",vegetables
126,soup,"['soup', 'soup:noodle', 'soup:sauce']",prepared food
127,oatmeal,"['oatmeal', 'porridge', 'oat', 'oat:porridge', 'oatmeal:stir']",baked goods and grains
128,onion:spring,"['onion:spring', 'onion:cut:spring', 'piece:spring:onion']",vegetables
129,clip,"['clip', 'clip:bag', 'clip:laundry', 'top:clip', 'side:clip', 'clam']",utensils
130,lighter,['lighter'],utensils
131,ginger,"['ginger', 'piece:ginger', 'root:galangal', 'ginger:sliced', 'ginger:pickled', 'slice:ginger', 'stick:ginger']",spices and herbs and sauces
132,tea,"['tea', 'bag:tea', 'teabag']",drinks
133,nut,"['nut:pine', 'nut', 'peanut', 'pine', 'peanut:chopped', 'pistachio']",fruits and nuts
134,vinegar,"['vinegar', 'reduction:balsamic', 'vinegar:wine', 'vinegar:rice', 'reduction', 'vinegar:balsamic', 'vinegar:chinese', 'vinegar:red:wine']",spices and herbs and sauces
135,holder,"['holder', 'holder:jug', 'holder:magnetic', 'holder:napkin', 'holder:coffee', 'holder:dishwasher:cutlery', 'holder:bread:knife', 'holder:cutlery', 'holder:tablet', 'holder:knife', 'holder:dishwasher:glass']",utensils
136,pin:rolling,"['pin:rolling', 'pin', 'bin:rolling']",utensils
137,pie,"['pie', 'pastry']",baked goods and grains
138,powder,"['powder:curry', 'powder:baking', 'powder', 'powder:garlic', 'powder:cocoa', 'nesquik', 'powder:dishing', 'powder:coconut:milk', 'granule']",spices and herbs and sauces
139,burger,"['burger:tuna', 'patty', 'patty:tuna', 'burger', 'hamburger', 'burger:chicken', 'underside:tuna:burger']",meat and substitute
140,book,"['book', 'geographic:national', 'book:recipe', 'book:cooking', 'booklet:recipe', 'index:cooking:book', 'page:cooking:book', 'booklet:instruction', 'national', 'geographic']",other
141,shell:egg,"['shell:egg', 'eggshell', 'shell', 'eggshell:little', 'half:eggshell', 'piece:shell', 'skin:egg']",rubbish
142,tongs,"['tongs', 'tong', 'device:wooden']",utensils
143,cream,"['cream', 'fraiche:creme', 'fraiche', 'cream:ice', 'cream:milk', 'cream:remaining:ice', 'pot:creme:fraiche', 'pot:fraiche']",dairy and eggs
144,pork,"['chunk:pork:belly', 'belly:pork', 'pork', 'piece:pork', 'strip:pork:belly']",meat and substitute
145,oregano,['oregano'],spices and herbs and sauces
146,banana,"['banana', 'slice:banana']",fruits and nuts
147,processor:food,"['processor:food', 'processor', 'bit:processor', 'piece:food:processor', 'blade:food:processor:chopping', 'bottom:processor', 'bit:food:processor']",appliances
148,paste,"['paste:garlic', 'paste:miso', 'paste', 'paste:shrimp', 'paste:pepper', 'paste:nut', 'paste:curry', 'paste:ginger', 'gochujang', 'galangal', 'paste:red:pepper', 'paste:tomato', 'paste:spice', 'source:bean']",spices and herbs and sauces
149,recipe,"['recipe', 'text:instruction', 'instruction', 'recipe:yeast']",other
150,liquid,"['liquid', 'whey:empty', 'spill', 'whey', 'whey:spilt']",other
151,choi:pak,"['choi:pak', 'pak', 'end:choi', 'bit:choi', 'bit:pak:choi']",vegetables
152,cooker:slow,"['cooker:slow', 'cooker:rice', 'steamer', 'element:rice:cooker:heating', 'cooker:steam', 'pot:electronic', 'pot:electric', 'cooker:electric']",appliances
153,plug,"['plug', 'socket', 'plug:kettle', 'plug:sink', 'plug:rice:cooker']",appliances
154,utensil,"['utensil', 'skimmer', 'utensil:cooking', 'item:kitchen', 'spout:milk:frother', 'driver:screw']",utensils
155,noodle,"['noodle', 'noodle:convenient', 'noodle:instant']",baked goods and grains
156,salami,"['salami', 'ham', 'slice:ham', 'prosciutto', 'piece:salami', 'pepperoni', 'cut:cold']",meat and substitute
157,kitchen,['kitchen'],furniture
158,teapot,"['pot:teapot', 'teapot', 'part:teapot', 'pot:tea', 'top:teapot', 'top:tea:pot']",containers
159,floor,"['floor', 'floor:kitchen', 'tile:floor']",furniture
160,tuna,"['tuna', 'mixture:tuna', 'side:tuna']",meat and substitute
161,lime,"['lime', 'piece:lime', 'line']",fruits and nuts
162,omelette,"['omelette', 'tamagoyaki', 'frittata', 'piece:omelette', 'edge:omelette', 'border:omelet', 'border:omelette', 'omelet', 'omelette:egg', 'omelette:rolled', 'slice:rolled:omelette', 'slice:tamagoyaki']",dairy and eggs
163,bacon,['bacon'],meat and substitute
164,sandwich,"['sandwich', 'stack:sandwich']",prepared food
165,phone,"['phone', 'mobile', 'phone:mobile', 'smartphone', 'app']",appliances
166,thermometer,"['thermometer', 'end:thermometer', 'sheath:thermometer']",utensils
167,orange,"['orange', 'orange:half', 'half:orange']",fruits and nuts
168,basket,"['basket', 'hamper', 'basket:cutlery', 'basket:laundry', 'basket:washing']",containers
169,parsley,['parsley'],spices and herbs and sauces
170,spinner:salad,"['piece:salad:spinner', 'spinner:salad', 'part:salad:spinner', 'top:salad:spinner']",utensils
171,tablet,"['tablet', 'tablet:dishwasher', 'tablet:rennet', 'crumb:rennet:tablet', 'portion:rennet:tablet', 'chunk:rennet:tablet', 'part:tablet', 'supplement']",cleaning equipment and material
172,presser,"['presser', 'press', 'press:garlic', 'presser:garlic']",utensils
173,coriander,"['coriander', 'cilantro', 'piece:coriander']",spices and herbs and sauces
174,opener:bottle,"['opener:bottle', 'opener:can', 'corkscrew', 'opener', 'opener:tin']",utensils
175,cake,"['cake', 'cylinder', 'dessert:covered:chocolate', 'tiramisu', 'muffin', 'waffle', 'cylinder:covered', 'shape:cylinder']",baked goods and grains
176,avocado,['avocado'],fruits and nuts
177,lentil,"['dal:urad', 'lentil:red', 'lentil', 'dal:chana', 'chickpea']",baked goods and grains
178,blueberry,"['blueberry', 'berry', 'blueberry:opening']",fruits and nuts
179,fan:extractor,"['fan:extractor', 'fan', 'ventilator', 'hood', 'hood:range', 'hood:kitchen', 'extractor']",appliances
180,cellar:salt,"['shaker:pepper', 'mill:pepper', 'grinder:salt', 'grinder:pepper', 'cellar:salt', 'cellar:pepper']",containers
181,hummus,"['hummus', 'humus', 'bit:hummus', 'hummus:more']",spices and herbs and sauces
182,chair,"['chair', 'stool', 'char']",furniture
183,juice,"['juice', 'juice:lemon', 'juice:fruit', 'juice:orange', 'juice:lime']",drinks
184,pancake,"['pancake', 'pancake:crispy', 'pan:cake', 'pancake:oat']",baked goods and grains
185,bean:green,['bean:green'],vegetables
186,toaster,"['toaster', 'lever:toaster']",appliances
187,apple,"['apple', 'core:apple']",fruits and nuts
188,chocolate,"['chocolate', 'piece:chocolate', 'crumbles:chocolate', 'kitkat', 'candy']",prepared food
189,ice,"['ice', 'cube:ice', 'piece:ice']",other
190,knob,"['knob', 'dial', 'knob:heat', 'knob:oven']",appliances
191,handle,"['handle', 'handle:frying:pan', 'handle:drawer', 'handle:wok', 'handle:pan', 'handle:oven', 'handle:spoon', 'handle:saucepan', 'lever']",cookware
192,wine,"['wine', 'wine:cooking', 'mirin']",drinks
193,pea,['pea'],vegetables
194,pith,"['pith', 'pith:pepper', 'bit:white', 'piece:pepper:pith']",rubbish
195,yeast,['yeast'],baked goods and grains
196,coconut,"['coconut', 'powder:coconut']",fruits and nuts
197,fishcakes,"['fishcakes', 'cake:fish', 'fishcake', 'finger:fish']",prepared food
198,spinach,"['spinach', 'piece:spinach']",vegetables
199,apron,['apron'],materials
200,raisin,"['raisin', 'raisin:more']",fruits and nuts
201,basil,"['basil', 'plant:basil', 'stem:basil']",spices and herbs and sauces
202,grape,['grape'],fruits and nuts
203,kale,['kale'],vegetables
204,wire,"['wire', 'wire:kettle', 'cable', 'lead', 'lead:kettle', 'string', 'cord:power', 'knot', 'earplug']",appliances
205,asparagus,['asparagus'],vegetables
206,paprika,['paprika'],spices and herbs and sauces
207,mango,['mango'],fruits and nuts
208,caper,['caper'],spices and herbs and sauces
209,drink,"['drink', 'drink:almond', 'smoothie']",drinks
210,stalk,"['stalk', 'stalk:pepper', 'stem', 'stalk:coriander', 'stem:rosemary', 'stem:mint', 'root']",vegetables
211,turmeric,"['turmeric', 'powder:turmeric']",spices and herbs and sauces
212,whetstone,"['whetstone', 'sharpener:knife', 'sharpener', 'stone:sharpening', 'stone', 'guide:sharpening']",utensils
213,kiwi,['kiwi'],fruits and nuts
214,bean,"['bean', 'bean:kidney', 'bean:baked']",vegetables
215,thyme,"['thyme', 'spice:thyme']",spices and herbs and sauces
216,finger:lady,['finger:lady'],vegetables
217,beef,"['beef', 'steak', 'steak:chop']",meat and substitute
218,whisk,['whisk'],utensils
219,blackberry,['blackberry'],fruits and nuts
220,slicer,"['slicer', 'device:cutting', 'slicer:onion', 'mandolin']",utensils
221,control:remote,"['control:remote', 'control', 'remote']",appliances
222,label,"['label', 'sticker']",materials
223,celery,['celery'],vegetables
224,cabbage,"['cabbage', 'cabbage:cooked', 'fragment:cabbage', 'piece:cabbage', 'cab']",vegetables
225,hoover,"['hoover', 'hoover:hand:held']",appliances
226,breadstick,"['stick:bread', 'breadstick']",baked goods and grains
227,roll,"['roll', 'roll:cling:film', 'roll:sausage', 'roll:sandwich', 'tube', 'tube:tube']",baked goods and grains
228,cocktail,"['cocktail', 'toothpick', 'stick', 'stick:cocktail']",drinks
229,crisp,"['crisp', 'doritos', 'cake:rice']",prepared food
230,ladder,['ladder'],furniture
231,beer,"['beer', 'beer:more']",drinks
232,pan:dust,"['pan:dust', 'dustpan']",cleaning equipment and material
233,battery,"['battery', 'compartment:battery']",appliances
234,powder:washing,"['powder:washing', 'persil']",cleaning equipment and material
235,backpack,"['backpack', 'rucksack']",containers
236,cumin,"['cumin', 'jeera']",spices and herbs and sauces
237,cutter:pizza,"['cutter:pizza', 'cutter']",utensils
238,air,"['air', 'steam']",other
239,pear,"['pear', 'bit:pear', 'chunk:pear', 'pit:pear']",fruits and nuts
240,quorn,['quorn'],meat and substitute
241,funnel,['funnel'],utensils
242,wall,"['wall', 'tile', 'board:white', 'protector:wall']",furniture
243,strawberry,"['strawberry', 'top:strawberry']",fruits and nuts
244,almond,"['almond', 'almond:canned']",fruits and nuts
245,tv,"['audio', 'tv', 'music', 'volume', 'video', 'channel', 'stereo']",appliances
246,scotch:egg,"['scotch:egg', 'egg:scotch', 'piece:scotch:egg']",prepared food
247,shelf,"['shelf', 'shelf:utensil', 'shelf:fridge', 'shelf:oven', 'shelf:steaming', 'trolley', 'board:side', 'shelf:plated', 'shelf:bowl', 'shelf:plate', 'shelf:lower', 'shelf:low', 'shelf:dish', 'self']",furniture
248,straw,['straw'],utensils
249,stand,"['stand', 'stand:kettle', 'pod:charging', 'tree:mug', 'dock', 'base', 'stand:rack', 'stand:sharpening', 'stand:spoon', 'base:pie:dish', 'base:power']",furniture
250,machine:sous:vide,['machine:sous:vide'],appliances
251,masher,['masher'],utensils
252,guard:hand,"['guard:hand', 'guard']",materials
253,shrimp,"['shrimp', 'prawn', 'shrimp:frozen']",meat and substitute
254,fruit,['fruit'],fruits and nuts
255,artichoke,['artichoke'],vegetables
256,cork,"['cork', 'stopper']",containers
257,cherry,"['cherry', 'cherry:frozen']",fruits and nuts
258,sprout,"['sprout', 'sprout:more', 'sprout:cooked', 'spout']",vegetables
259,mat:sushi,['mat:sushi'],utensils
260,stick:crab,['stick:crab'],meat and substitute
261,ring:onion,"['ring:onion', 'ring']",prepared food
262,pestle,['pestle'],utensils
263,window,"['window', 'blind']",furniture
264,gin,['gin'],drinks
265,bar,"['bar:cereal', 'bar', 'bar:breakfast', 'bar:chocolate', 'bar:coconut']",other
266,mint,['mint'],spices and herbs and sauces
267,heater,"['heater', 'radiator', 'heater:right', 'heater:electric']",appliances
268,grass:lemon,['grass:lemon'],spices and herbs and sauces
269,rubber,"['rubber', 'band:rubber']",materials
270,gherkin,['gherkin'],vegetables
271,breadcrumb,"['breadcrumb', 'crumb:bread', 'crumbles']",baked goods and grains
272,watch,['watch'],appliances
273,melon,['melon'],fruits and nuts
274,cinnamon,['cinnamon'],spices and herbs and sauces
275,popcorn,['popcorn'],prepared food
276,dumpling,['dumpling'],prepared food
277,rosemary,['rosemary'],spices and herbs and sauces
278,power,"['power', 'level:power']",appliances
279,syrup,"['syrup', 'syrup:maple', 'syrup:cherry']",spices and herbs and sauces
280,candle,['candle'],furniture
281,pineapple,"['pineapple', 'slice:pineapple']",fruits and nuts
282,sheets,"['sheets', 'sheet']",materials
283,soda,"['coke', 'lemonade', 'soda', 'tonic']",drinks
284,raspberry,"['raspberry', 'punnet:raspberry']",fruits and nuts
285,airer,"['airer', 'horse:clothes', 'hanger']",furniture
286,balloon,['balloon'],other
287,turkey,"['turkey', 'turkey:sliced', 'breast:turkey', 'piece:turkey']",meat and substitute
288,computer,"['computer', 'mouse']",appliances
289,key,['key'],utensils
290,pillow,['pillow'],materials
291,pen,['pen'],utensils
292,face,"['face', 'mouth', 'head', 'nose']",other
293,plum,['plum'],fruits and nuts
294,whiskey,['whiskey'],drinks
295,door:kitchen,['door:kitchen'],furniture
296,tape,"['tape', 'sellotape']",utensils
297,camera,['camera'],appliances
298,cd,['cd'],appliances
299,extract:vanilla,['extract:vanilla'],prepared food
